Source,Target,Type,Id,Label,Weight
CSH30-2021/2,CSW41-2022/1,Directed,427,,1
CSH30-2021/2,CSM44-2022/1,Directed,428,,1
CSH30-2021/2,CSX42-2022/1,Directed,429,,1
CSH30-2021/2,CSH42-2022/1,Directed,430,,1
CSH30-2021/2,EEC31-2022/1,Directed,431,,1
CSH30-2021/2,EL77A-2022/1,Directed,432,,1
CSH30-2021/2,CSS30-2022/1,Directed,433,,1
CSH30-2021/2,DI84D-2022/1,Directed,434,,1
CSA31-2020/1,FI74M-2020/2,Directed,435,,1
CSA31-2020/1,EL66E-2020/2,Directed,436,,1
CSA31-2020/1,EEX22-2020/2,Directed,437,,1
CSA31-2020/1,FI74S-2020/2,Directed,438,,1
CSA31-2020/1,EEE32-2020/2,Directed,439,,1
CSA31-2020/1,CSX54-2020/2,Directed,440,,1
CSW42-2021/2,GE73D-2022/1,Directed,441,,1
CSW42-2021/2,CSW41-2022/1,Directed,442,,1
CSW42-2021/2,CSM44-2022/1,Directed,443,,1
CSW42-2021/2,CSX42-2022/1,Directed,444,,1
CSW42-2021/2,CSH42-2022/1,Directed,445,,1
CSW42-2021/2,EEC31-2022/1,Directed,446,,1
CSW42-2021/2,EL77A-2022/1,Directed,447,,1
CSW42-2021/2,CSS30-2022/1,Directed,448,,1
CSW42-2021/2,DI84D-2022/1,Directed,449,,1
EEB21-2018/2,FI74N-2019/1,Directed,450,,1
EEB21-2018/2,EEF11-2019/1,Directed,451,,1
EEB21-2018/2,EEQ31-2019/1,Directed,452,,1
EEB21-2018/2,FI73S-2019/1,Directed,453,,1
EEB21-2018/2,EEB31-2019/1,Directed,454,,1
EEB21-2018/2,EEB22-2019/1,Directed,455,,1
EEB21-2018/2,FI73M-2019/1,Directed,456,,1
EEB21-2018/2,CSD21-2019/1,Directed,457,,1
EEC31-2022/1,ENADE C-2022/2,Directed,458,,1
EEC31-2022/1,CSM45-2022/2,Directed,459,,1
EEC31-2022/1,CSM41-2022/2,Directed,460,,1
EEC31-2022/1,CSX43-2022/2,Directed,461,,1
EEC31-2022/1,CSX53-2022/2,Directed,462,,1
EEB22-2019/1,EEE31-2019/2,Directed,463,,1
EEB22-2019/1,CSW30-2019/2,Directed,464,,1
EEB22-2019/1,CSR31-2019/2,Directed,465,,1
EEB22-2019/1,CSG20-2019/2,Directed,466,,1
EEB22-2019/1,CSB30-2019/2,Directed,467,,1
EEB22-2019/1,CSA30-2019/2,Directed,468,,1
EL77A-2022/1,ENADE C-2022/2,Directed,469,,1
EL77A-2022/1,CSM45-2022/2,Directed,470,,1
EL77A-2022/1,CSM41-2022/2,Directed,471,,1
EL77A-2022/1,CSX43-2022/2,Directed,472,,1
EL77A-2022/1,CSX53-2022/2,Directed,473,,1
CSR30-2021/2,GE73D-2022/1,Directed,474,,1
CSR30-2021/2,CSW41-2022/1,Directed,475,,1
